,Player,Points,Games
2086,John Williams,550.75,82.0
2087,John Williamson,901.7272727272727,75.0
2088,John Windsor,27.0,11.0
2089,Johnny Austin,23.0,4.0
2090,Johnny Baum,146.0,62.0
2091,Johnny Cox,573.0,73.0
2092,Johnny Davis,843.9166666666666,82.0
2093,Johnny Dawkins,664.8888888888889,82.0
2094,Johnny Egan,426.4117647058824,82.0
2095,Johnny Ezersky,275.3333333333333,54.0
2096,Johnny Green,775.4444444444445,82.0
2097,Johnny High,349.0,82.0
2098,Johnny Horan,22.666666666666668,19.0
2099,Johnny Jones,214.0,51.0
2100,Johnny Macknowski,411.5,59.0
2101,Johnny McCarthy,408.3333333333333,79.0
2102,Johnny Moore,445.27272727272725,82.0
2103,Johnny Neumann,211.25,63.0
2104,Johnny Newman,754.0,82.0
2105,Johnny Norlander,136.0,40.0
2106,Johnny O'Bryant,75.2,66.0
2107,Johnny Orr,61.333333333333336,34.0
2108,Johnny Payak,267.5,68.0
2109,Johnny Rogers,125.5,45.0
2110,Johnny Taylor,53.4,36.0
2111,Jon Barry,323.125,82.0
2112,Jon Brockman,106.66666666666667,63.0
2113,Jon Koncak,320.0,82.0
2114,Jon Leuer,281.5,75.0
2115,Jon McGlocklin,833.5454545454545,82.0
2116,Jon Sundvold,431.77777777777777,76.0
2117,Jonas Jerebko,386.55555555555554,80.0
2118,Jonas Valanciunas,832.0,81.0
2119,Jonathan Bender,181.625,78.0
2120,Jonathan Gibson,106.0,17.0
2121,Jonathan Kerner,0.0,1.0
2122,Jonathon Simmons,407.0,78.0
2123,Jonny Flynn,327.0,81.0
2124,Jordan Adams,50.5,30.0
2125,Jordan Clarkson,1044.3333333333333,82.0
2126,Jordan Crawford,508.45454545454544,81.0
2127,Jordan Farmar,388.8,82.0
2128,Jordan Hamilton,184.85714285714286,60.0
2129,Jordan Hill,305.8333333333333,73.0
2130,Jordan McRae,89.75,37.0
2131,Jordan Mickey,29.5,25.0
2132,Jordan Williams,197.0,43.0
2133,Jorge Garbajosa,294.5,67.0
2134,Jorge Gutierrez,38.0,20.0
2135,Jose Calderon,532.5,82.0
2136,Jose Ortiz,91.5,51.0
2137,Jose Slaughter,225.0,63.0
2138,Joseph Forte,15.0,17.0
2139,Josh Akognon,5.0,3.0
2140,Josh Boone,335.0,70.0
2141,Josh Childress,443.5,80.0
2142,Josh Davis,23.142857142857142,42.0
2143,Josh Grant,157.0,53.0
2144,Josh Harrellson,88.33333333333333,37.0
2145,Josh Howard,643.0,76.0
2146,Josh Huestis,14.0,5.0
2147,Josh McRoberts,227.83333333333334,78.0
2148,Josh Powell,149.11111111111111,64.0
2149,Josh Richardson,440.0,53.0
2150,Josh Selby,41.5,28.0
2151,Josh Smith,897.0625,83.0
2152,Jrue Holiday,898.875,82.0
2153,Juan Carlos,896.0,82.0
2154,Juan Dixon,429.0,81.0
2155,Juan Hernangomez,305.0,62.0
2156,Juaquin Hawkins,134.0,58.0
2157,Jud Buechler,150.94117647058823,76.0
2158,Julian Wright,226.75,68.0
2159,Julius Erving*,1669.4545454545455,82.0
2160,Julius Hodge,10.75,14.0
2161,Julius Nwosu,31.0,23.0
2162,Julius Randle,632.0,81.0
2163,Julyan Stone,20.333333333333332,22.0
2164,Jumaine Jones,415.625,81.0
2165,Junior Bridgeman,959.75,82.0
2166,Junior Burrough,189.0,61.0
2167,Junior Harrington,244.33333333333334,82.0
2168,Justin Anderson,318.0,75.0
2169,Justin Dentmon,13.0,6.0
2170,Justin Hamilton,133.14285714285714,64.0
2171,Justin Harper,15.0,14.0
2172,Justin Holiday,233.83333333333334,82.0
2173,Justin Reed,159.4,72.0
2174,Justin Williams,49.75,26.0
2175,Justise Winslow,349.0,78.0
2176,Justus Thigpen,24.0,18.0
2177,Jusuf Nurkic,402.6,65.0
2178,Juwan Howard,759.16,82.0
2179,K.C. Jones*,556.7777777777778,80.0
2180,K.J. McDaniels,210.71428571428572,62.0
2181,Kalin Lucas,0.0,1.0
2182,Kaniel Dickens,7.333333333333333,11.0
2183,Kannard Johnson,2.0,4.0
2184,Kareem Abdul-Jabbar*,1919.35,82.0
2185,Kareem Rush,290.55555555555554,76.0
2186,Karl Malone*,1943.578947368421,82.0
2187,Karl-Anthony Towns,1782.0,82.0
2188,Kasib Powell,84.0,11.0
2189,Kawhi Leonard,1084.6666666666667,74.0
2190,Kay Felder,166.0,42.0
2191,Kebu Stewart,40.0,15.0
2192,Kedrick Brown,133.0,55.0
2193,Keith Appling,6.0,5.0
2194,Keith Askins,205.77777777777777,78.0
2195,Keith Benson,0.0,3.0
2196,Keith Bogans,349.53333333333336,82.0
2197,Keith Booth,65.0,39.0
2198,Keith Closs,167.33333333333334,58.0
2199,Keith Edmonson,233.0,55.0
2200,Keith Erickson,604.25,78.0
2201,Keith Herron,406.3333333333333,80.0
2202,Keith Jennings,363.3333333333333,80.0
2203,Keith Langford,2.0,2.0
2204,Keith Lee,371.3333333333333,67.0
2205,Keith McCord,4.0,2.0
2206,Keith McLeod,222.66666666666666,66.0
2207,Keith Owens,26.0,20.0
2208,Keith Smart,2.0,2.0
2209,Keith Smith,138.0,42.0
2210,Keith Starr,14.0,17.0
2211,Keith Tower,24.5,34.0
2212,Keith Van,851.0769230769231,81.0
2213,Kelenna Azubuike,435.6,81.0
2214,Kelly McCarty,4.0,2.0
2215,Kelly Olynyk,657.0,75.0
2216,Kelly Oubre,368.5,79.0
2217,Kelly Tripucka,1214.2,82.0
2218,Kelvin Cato,254.83333333333334,75.0
2219,Kelvin Ransey,896.6666666666666,81.0
2220,Kelvin Upshaw,128.5,48.0
2221,Kemba Walker,1356.1666666666667,82.0
2222,Ken Austin,12.0,7.0
2223,Ken Bannister,300.2,75.0
2224,Ken Boyd,19.0,6.0
2225,Ken Charles,549.4,82.0
2226,Ken Durrett,108.16666666666667,48.0
2227,Ken Green,31.0,7.0
2228,Ken Johnson,147.5,64.0
2229,Ken Mayfield,37.0,13.0
2230,Ken McBride,117.0,12.0
2231,Ken Menke,15.0,6.0
2232,Ken Murray,490.3333333333333,66.0
2233,Ken Norman,871.7,82.0
2234,Ken Rohloff,0.0,2.0
2235,Ken Wilburn,9.0,4.0
2236,Kendall Gill,798.2352941176471,82.0
2237,Kendall Marshall,200.5,54.0
2238,Kendrick Perkins,272.4117647058824,78.0
2239,Kennard Winchester,90.4,64.0
2240,Kenneth Faried,809.6666666666666,80.0
2241,Kenny Anderson,598.1818181818181,82.0
2242,Kenny Battle,124.75,59.0
2243,Kenny Carr,688.3571428571429,82.0
2244,Kenny Dennard,89.33333333333333,43.0
2245,Kenny Fields,255.66666666666666,78.0
2246,Kenny Gattison,435.8888888888889,82.0
2247,Kenny Green,116.5,41.0
2248,Kenny Higgs,490.0,76.0
2249,Kenny McIntosh,200.66666666666666,69.0
2250,Kenny Natt,31.2,22.0
2251,Kenny Payne,127.0,49.0
2252,Kenny Rollins,226.0,66.0
2253,Kenny Sailors,493.25,60.0
2254,Kenny Satterfield,113.25,39.0
2255,Kenny Sears,780.8,77.0
2256,Kenny Smith,709.3333333333334,82.0
2257,Kenny Thomas,496.73333333333335,82.0
2258,Kenny Walker,446.85714285714283,82.0
2259,Kenny Williams,311.75,75.0
2260,Kent Bazemore,427.42857142857144,75.0
2261,Kent Benson,528.1538461538462,82.0
2262,Kentavious Caldwell-Pope,916.25,82.0
2263,Kenton Edelin,11.0,10.0
2264,Kenyon Martin,621.6666666666666,77.0
2265,Keon Clark,440.25,81.0
2266,Kermit Washington,444.1666666666667,82.0
2267,Kerry Kittles,895.625,82.0
2268,Kevin Brooks,139.0,55.0
2269,Kevin Burleson,70.0,39.0
2270,Kevin Duckworth,649.0,82.0
2271,Kevin Durant,1912.1,82.0
2272,Kevin Edwards,518.9230769230769,82.0
2273,Kevin Gamble,545.0,82.0
2274,Kevin Garnett,1147.5652173913043,82.0
2275,Kevin Grevey,736.4,81.0
2276,Kevin Henderson,30.5,17.0
2277,Kevin Johnson,989.9285714285714,81.0
2278,Kevin Jones,95.0,32.0
2279,Kevin Kunnert,439.3636363636364,81.0
2280,Kevin Loder,184.6,71.0
2281,Kevin Loughery,874.5333333333333,82.0
2282,Kevin Love,1177.0,81.0
2283,Kevin Lynch,155.0,55.0
2284,Kevin Martin,866.0,80.0
2285,Kevin McHale*,1333.4615384615386,82.0
2286,Kevin McKenna,220.0,61.0
2287,Kevin Murphy,15.0,17.0
2288,Kevin O'Shea,272.2,65.0
2289,Kevin Ollie,167.1304347826087,82.0
2290,Kevin Porter,739.9166666666666,82.0
2291,Kevin Pritchard,64.0,62.0
2292,Kevin Restani,301.0833333333333,82.0
2293,Kevin Salvadori,21.0,23.0
2294,Kevin Seraphin,359.42857142857144,79.0
2295,Kevin Stacom,260.125,79.0
2296,Kevin Thompson,13.0,14.0
2297,Kevin Williams,211.0,80.0
2298,Kevin Willis,737.8888888888889,82.0
2299,Kevinn Pinkney,31.0,6.0
2300,Kevon Looney,72.0,53.0
2301,Keyon Dooling,389.7692307692308,80.0
2302,Khalid El-Amin,314.0,50.0
2303,Khalid Reeves,296.2,82.0
2304,Khris Middleton,814.0,82.0
2305,Kiki Vandeweghe,1098.6,82.0
2306,Kim Anderson,63.0,21.0
2307,Kim English,119.0,41.0
2308,Kim Hughes,141.0,81.0
2309,Kirk Haston,16.0,15.0
2310,Kirk Hinrich,615.7647058823529,81.0
2311,Kirk Penney,2.5,4.0
2312,Kirk Snyder,265.6666666666667,68.0
2313,Kiwane Garris,36.0,28.0
2314,Klay Thompson,1475.6666666666667,82.0
2315,Kleggie Hermsen,220.0,71.0
2316,Kobe Bryant,1682.15,82.0
2317,Korleone Young,13.0,3.0
2318,Kornel David,112.85714285714286,50.0
2319,Kosta Koufos,312.72727272727275,81.0
2320,Kosta Perovic,10.0,7.0
2321,Kostas Papanikolaou,124.5,43.0
2322,Kris Dunn,293.0,78.0
2323,Kris Humphries,343.3333333333333,74.0
2324,Kris Joseph,6.0,10.0
2325,Kristaps Porzingis,1112.0,72.0
2326,Kurk Lee,66.0,48.0
2327,Kurt Nimphius,407.4166666666667,82.0
2328,Kurt Rambis,291.22222222222223,82.0
2329,Kurt Thomas,470.8,82.0
2330,Kwame Brown,301.35714285714283,80.0
2331,Kyle Anderson,223.33333333333334,78.0
2332,Kyle Korver,650.7222222222222,82.0
2333,Kyle Lowry,826.6153846153846,82.0
2334,Kyle Macy,751.2857142857143,82.0
2335,Kyle O'Quinn,352.0,79.0
2336,Kyle Singler,397.57142857142856,82.0
2337,Kyle Weaver,121.0,56.0
2338,Kyle Wiltjer,13.0,14.0
2339,Kyrie Irving,1372.0,75.0
2340,Kyrylo Fesenko,61.0,53.0
2341,LaBradford Smith,310.0,69.0
2342,LaMarcus Aldridge,1376.0,81.0
2343,LaMark Baker,0.0,1.0
2344,LaPhonso Ellis,673.6363636363636,82.0
2345,LaRue Martin,357.5,81.0
2346,LaSalle Thompson,467.10526315789474,82.0
2347,Lamar Green,310.5,80.0
2348,Lamar Odom,912.9285714285714,82.0
2349,Lamar Patterson,46.5,35.0
2350,Lamond Murray,753.2727272727273,81.0
2351,Lamont Strothers,30.0,9.0
2352,Lanard Copeland,45.0,23.0
2353,Lancaster Gordon,281.25,70.0
2354,Lance Allred,3.0,3.0
2355,Lance Blanks,96.33333333333333,61.0
2356,Lance Stephenson,316.75,78.0
2357,Lance Thomas,245.75,62.0
2358,Landry Fields,346.2,82.0
2359,Langston Galloway,465.6,82.0
2360,Lari Ketner,17.0,22.0
2361,Laron Profit,110.25,42.0
2362,Larry Bird*,1676.2307692307693,82.0
2363,Larry Cannon,117.0,19.0
2364,Larry Comley,25.0,12.0
2365,Larry Costello,718.5,78.0
2366,Larry Demic,325.3333333333333,82.0
2367,Larry Drew,741.4545454545455,81.0
2368,Larry Fogle,2.0,2.0
2369,Larry Foust,933.1666666666666,72.0
2370,Larry Friend,175.0,44.0
2371,Larry Hennessy,165.5,53.0
2372,Larry Hughes,635.5238095238095,82.0
2373,Larry Johnson,1041.4545454545455,82.0
2374,Larry Jones,427.0,72.0
2375,Larry Kenon,881.5,81.0
2376,Larry Krystkowiak,380.55555555555554,80.0
2377,Larry McNeill,314.8,82.0
2378,Larry Micheaux,135.25,57.0
2379,Larry Mikan,158.0,53.0
2380,Larry Moffett,16.0,20.0
2381,Larry Nance,1045.0,82.0
2382,Larry Owens,23.25,12.0
2383,Larry Robinson,67.0909090909091,36.0
2384,Larry Sanders,253.33333333333334,71.0
2385,Larry Siegfried,552.5454545454545,79.0
2386,Larry Smith,454.15384615384613,82.0
2387,Larry Spriggs,174.6,75.0
2388,Larry Staverman,187.75,66.0
2389,Larry Steele,556.5555555555555,81.0
2390,Larry Stewart,401.0,81.0
2391,Larry Sykes,0.0,1.0
2392,Larry Wright,470.6666666666667,78.0
2393,Lars Hansen,76.0,15.0
2394,Latrell Sprewell,1285.5384615384614,82.0
2395,Lavor Postell,65.0,26.0
2396,Lavoy Allen,268.75,79.0
2397,Lawrence Boston,56.0,13.0
2398,Lawrence Funderburke,290.14285714285717,75.0
2399,Lawrence Moten,249.0,67.0
2400,Lawrence Roberts,167.0,54.0
2401,Lazar Hayward,69.0,42.0
2402,Lazaro Borrell,62.0,17.0
2403,LeBron James,2056.214285714286,81.0
2404,LeRon Ellis,92.33333333333333,50.0
2405,Leandro Barbosa,608.9375,82.0
2406,Ledell Eackles,683.2857142857143,80.0
2407,Lee Johnson,11.333333333333334,12.0
2408,Lee Knorek,0.0,1.0
2409,Lee Mayberry,363.7142857142857,82.0
2410,Lee Nailon,329.22222222222223,79.0
2411,Lee Shaffer,1097.0,80.0
2412,Lee Winfield,422.7142857142857,81.0
2413,Len Chappell,478.7647058823529,80.0
2414,Len Elmore,290.875,81.0
2415,Len Kosmalski,55.0,67.0
2416,Lennie Rosenbluth,171.0,53.0
2417,Lenny Wilkens*,1184.8,82.0
2418,Leo Barnhorst,646.4,72.0
2419,Leo Katkaveck,236.0,54.0
2420,Leo Klier,455.0,66.0
2421,Leo Kubiak,710.0,62.0
2422,Leo Mogus,350.5,64.0
2423,Leo Rautins,24.0,28.0
2424,Leon Benbow,314.0,76.0
2425,Leon Blevins,2.0,2.0
2426,Leon Douglas,512.4285714285714,82.0
2427,Leon Powe,234.57142857142858,70.0
2428,Leon Smith,16.5,14.0
2429,Leon Wood,267.4,76.0
2430,Leonard Gray,608.4,83.0
2431,Leonard Taylor,11.0,10.0
2432,Leroy Chollet,90.5,49.0
2433,Leroy Combs,218.0,48.0
2434,Leroy Ellis,696.6875,82.0
2435,Les Hunter,42.0,24.0
2436,Les Jepsen,26.5,31.0
2437,Les Pugh,251.0,56.0
2438,Lester Conner,328.35714285714283,82.0
2439,Lester Hudson,62.5,25.0
2440,Levi Fontaine,134.0,35.0
2441,Lew Hitch,295.0,74.0
2442,Lewis Brown,2.0,2.0
2443,Lewis Lloyd,577.6666666666666,82.0
2444,Linas Kleiza,508.7142857142857,82.0
2445,Lindsay Hairston,273.0,47.0
2446,Lindsey Hunter,468.0,82.0
2447,Linton Johnson,63.75,54.0
2448,Linton Townes,53.0,55.0
2449,Lionel Chalmers,111.0,36.0
2450,Lionel Hollins,694.75,82.0
2451,Lionel Simmons,833.2857142857143,79.0
2452,Litterial Green,84.6,52.0
2453,Lloyd Daniels,190.77777777777777,77.0
2454,Lloyd Neal,692.2857142857143,82.0
2455,Lloyd Walton,288.4,76.0
2456,Logan Vander,9.0,15.0
2457,Lonnie Shelton,804.9,82.0
2458,Lonny Baxter,111.77777777777777,62.0
2459,Loren Meyer,182.2,72.0
2460,Loren Woods,92.5,60.0
2461,Lorenzen Wright,413.73333333333335,80.0
2462,Lorenzo Brown,68.66666666666667,29.0
2463,Lorenzo Charles,122.0,36.0
2464,Lorenzo Romar,237.22222222222223,82.0
2465,Lorenzo Williams,69.46153846153847,82.0
2466,Lou Amundson,102.78947368421052,79.0
2467,Lou Hudson,1380.0,82.0
2468,Lou Roe,65.0,49.0
2469,Lou Tsioropoulos,303.3333333333333,70.0
2470,Lou Williams,817.5714285714286,81.0
2471,Louie Dampier*,517.6666666666666,82.0
2472,Louie Nelson,334.2857142857143,72.0
2473,Louis Orr,693.125,82.0
2474,Lowes Moore,250.66666666666666,71.0
2475,Loy Petersen,99.5,38.0
2476,Loy Vaught,550.1538461538462,82.0
2477,Luc Longley,384.8333333333333,76.0
2478,Luc Mbah,374.45454545454544,82.0
2479,Lucas Nogueira,108.0,57.0
2480,Lucious Harris,482.0,79.0
2481,Lucius Allen,888.9166666666666,81.0
2482,Luigi Datome,73.25,34.0
2483,Luis Flores,23.333333333333332,16.0
2484,Luis Montero,14.0,12.0
2485,Luis Scola,888.2,82.0
2486,Luke Babbitt,222.71428571428572,68.0
2487,Luke Harangody,111.5,49.0
2488,Luke Jackson,390.7142857142857,82.0
2489,Luke Ridnour,574.7142857142857,82.0
2490,Luke Schenscher,27.5,20.0
2491,Luke Walton,225.33333333333334,74.0
2492,Luke Witte,124.0,57.0
2493,Luke Zeller,19.0,16.0
2494,Luol Deng,947.5333333333333,82.0
2495,Luther Green,3.0,5.0
2496,Luther Head,373.875,80.0
2497,Luther Rackley,227.57142857142858,74.0
2498,Luther Wright,19.0,15.0
2499,Lynn Greer,167.0,41.0
2500,M.L. Carr,650.3333333333334,82.0
2501,Maalik Wayns,38.5,27.0
2502,Mac Otten,94.66666666666667,59.0
2503,Maceo Baston,71.5,47.0
2504,Maciej Lampe,47.714285714285715,37.0
2505,Mack Calvin,325.57142857142856,77.0
2506,Magic Johnson*,1362.076923076923,80.0
2507,Mahmoud Abdul-Rauf,950.3333333333334,81.0
2508,Major Jones,273.8333333333333,82.0
2509,Makhtar N'Diaye,5.0,4.0
2510,Mal Graham,163.5,48.0
2511,Mal McMullen,263.5,58.0
2512,Malachi Richardson,79.0,22.0
2513,Malcolm Brogdon,767.0,75.0
2514,Malcolm Delaney,391.0,73.0
2515,Malcolm Lee,46.666666666666664,19.0
2516,Malcolm Mackey,32.0,22.0
2517,Malcolm Thomas,13.25,17.0
2518,Malik Allen,204.71428571428572,80.0
2519,Malik Beasley,83.0,22.0
2520,Malik Hairston,74.5,47.0
2521,Malik Rose,333.3529411764706,82.0
2522,Malik Sealy,619.375,82.0
2523,Mamadou N'Diaye,51.42857142857143,28.0
2524,Manny Harris,143.75,54.0
2525,Manny Leaks,557.0,82.0
2526,Manu Ginobili,897.8,80.0
2527,Manute Bol,123.61538461538461,82.0
2528,MarShon Brooks,236.66666666666666,73.0
2529,Marc Gasol,1065.7777777777778,82.0
2530,Marc Iavaroni,275.90909090909093,81.0
2531,Marc Jackson,349.0,81.0
2532,Marcelo Huertas,150.0,53.0
2533,Marcin Gortat,653.75,82.0
2534,Marco Belinelli,620.9,80.0
2535,Marcus Banks,209.57142857142858,81.0
2536,Marcus Brown,46.0,21.0
2537,Marcus Camby,481.1904761904762,79.0
2538,Marcus Cousin,4.0,4.0
2539,Marcus Fizer,463.6666666666667,76.0
2540,Marcus Georges-Hunt,14.0,5.0
2541,Marcus Haislip,77.75,39.0
2542,Marcus Landry,29.333333333333332,18.0
2543,Marcus Liberty,341.8333333333333,78.0
2544,Marcus Morris,638.625,82.0
2545,Marcus Smart,638.6666666666666,79.0
2546,Marcus Thornton,522.25,73.0
2547,Marcus Vinicius,25.0,13.0
2548,Marcus Webb,39.0,9.0
2549,Marcus Williams,144.0,79.0
2550,Mardy Collins,165.5,52.0
2551,Mario Bennett,67.25,45.0
2552,Mario Chalmers,586.4,82.0
2553,Mario Elie,500.15384615384613,82.0
2554,Mario Hezonja,397.5,79.0
2555,Mario Kasun,99.0,45.0
2556,Mario West,38.5,64.0
2557,Mark Acres,175.875,80.0
2558,Mark Aguirre,1331.2666666666667,81.0
2559,Mark Alarie,486.4,82.0
2560,Mark Blount,481.2307692307692,82.0
2561,Mark Bradtke,59.0,36.0
2562,Mark Bryant,240.33333333333334,80.0
2563,Mark Crow,84.0,15.0
2564,Mark Davis,189.375,75.0
2565,Mark Eaton,474.1818181818182,82.0
2566,Mark Hendrickson,65.66666666666667,48.0
2567,Mark Jackson,663.4285714285714,83.0
2568,Mark Jones,15.0,10.0
2569,Mark Landsberger,342.44444444444446,80.0
2570,Mark Macon,231.0,76.0
2571,Mark Madsen,108.33333333333333,72.0
2572,Mark McNamara,109.2,70.0
2573,Mark Minor,5.0,4.0
2574,Mark Olberding,740.4545454545455,82.0
2575,Mark Pope,47.5,63.0
2576,Mark Price,915.75,80.0
2577,Mark Radford,173.5,54.0
2578,Mark Randall,75.0,54.0
2579,Mark Sibley,46.0,28.0
2580,Mark Strickland,153.3,58.0
2581,Mark Wade,4.0,11.0
2582,Mark West,348.3809523809524,83.0
2583,Mark Workman,179.0,65.0
2584,Markel Brown,289.5,62.0
2585,Markieff Morris,762.875,82.0
2586,Marko Jaric,456.14285714285717,75.0
2587,Marko Milic,54.0,33.0
2588,Marlon Garnett,51.0,24.0
2589,Marlon Maxey,239.5,55.0
2590,Marlon Redmond,214.0,53.0
2591,Marques Bragg,131.0,53.0
2592,Marques Johnson,1262.909090909091,80.0
2593,Marquese Chriss,753.0,82.0
2594,Marquis Daniels,431.9,74.0
2595,Marquis Teague,78.25,48.0
2596,Marreese Speights,531.6363636363636,82.0
2597,Marshall Hawkins,152.0,39.0
2598,Marshall Plumlee,40.0,21.0
2599,Marshall Rogers,100.0,26.0
2600,Martell Webster,505.6,82.0
2601,Martin Lewis,44.5,16.0
2602,Martin Muursepp,136.25,42.0
2603,Martin Nessley,32.0,44.0
2604,Marty Byrnes,329.1666666666667,80.0
2605,Marty Conlon,244.27272727272728,82.0
2606,Martynas Andriuskevicius,0.0,6.0
2607,Marv Roberts,58.0,28.0
2608,Marv Schatzman,115.0,34.0
2609,Marv Winkler,8.0,3.0
2610,Marvin Barnes,375.8333333333333,60.0
2611,Marvin Webster,459.6666666666667,82.0
2612,Marvin Williams,760.1666666666666,81.0
2613,Mason Plumlee,611.6666666666666,82.0
2614,Mateen Cleaves,101.5,78.0
2615,Matt Barnes,460.6111111111111,81.0
2616,Matt Bonner,386.0,82.0
2617,Matt Bullard,297.27272727272725,80.0
2618,Matt Carroll,228.28571428571428,80.0
2619,Matt Fish,33.0,26.0
2620,Matt Freije,66.5,23.0
2621,Matt Geiger,505.9,78.0
2622,Matt Guokas,317.11764705882354,82.0
2623,Matt Harpring,695.0,81.0
2624,Matt Maloney,362.8333333333333,82.0
2625,Matt Mazza,98.0,26.0
2626,Matt Othick,8.0,4.0
2627,Matt Steigenga,3.0,2.0
2628,Matt Walsh,2.0,2.0
2629,Matt Wenstrom,18.0,11.0
2630,Matthew Dellavedova,451.0,76.0
2631,Maurice Ager,36.666666666666664,32.0
2632,Maurice Baker,0.0,5.0
2633,Maurice Carter,28.0,10.0
2634,Maurice Cheeks,763.7647058823529,82.0
2635,Maurice Evans,374.7692307692308,80.0
2636,Maurice Harkless,529.2,80.0
2637,Maurice Lucas,947.2857142857143,80.0
2638,Maurice Martin,102.0,43.0
2639,Maurice Ndour,98.0,32.0
2640,Maurice Stokes*,1105.0,72.0
2641,Maurice Taylor,578.2727272727273,75.0
2642,Maury King,113.0,37.0
2643,Max Morris,781.0,62.0
2644,Max Zaslofsky,572.0,70.0
2645,McCoy Ingram,67.0,24.0
2646,McCoy McLemore,482.07142857142856,86.0
2647,McKinley Singleton,4.0,2.0
2648,Med Park,332.7142857142857,74.0
2649,Mehmet Okur,856.1,82.0
2650,Mel Bennett,124.5,67.0
2651,Mel Counts,452.625,82.0
2652,Mel Daniels*,39.0,11.0
2653,Mel Davis,234.66666666666666,62.0
2654,Mel Gibson,13.0,9.0
2655,Mel Hutchins,693.0,72.0
2656,Mel McCants,22.0,13.0
2657,Mel Nowell,232.0,39.0
2658,Mel Payton,297.5,66.0
2659,Mel Peterson,2.0,2.0
2660,Melvin Booker,72.0,21.0
2661,Melvin Ely,189.1818181818182,79.0
2662,Melvin Newbern,119.0,33.0
2663,Melvin Sanders,41.0,16.0
2664,Melvin Turpin,614.2,80.0
2665,Mengke Bateer,52.0,27.0
2666,Metta World,703.2857142857143,82.0
2667,Meyers Leonard,342.8,74.0
2668,Michael Adams,874.6363636363636,82.0
2669,Michael Anderson,204.0,36.0
2670,Michael Ansley,209.4,72.0
2671,Michael Beasley,712.3333333333334,81.0
2672,Michael Bradley,53.1,67.0
2673,Michael Brooks,681.0,82.0
2674,Michael Cage,551.8666666666667,82.0
2675,Michael Carter-Williams,669.8333333333334,70.0
2676,Michael Cooper,644.0833333333334,82.0
2677,Michael Curry,245.92307692307693,82.0
2678,Michael Dickerson,651.4,82.0
2679,Michael Doleac,267.25,81.0
2680,Michael Finley,987.2105263157895,83.0
2681,Michael Gbinije,4.0,9.0
2682,Michael Hawkins,33.0,29.0
2683,Michael Jackson,62.666666666666664,58.0
2684,Michael Jordan*,2152.8,82.0
2685,Michael Kidd-Gilchrist,516.4,81.0
2686,Michael McDonald,0.0,1.0
2687,Michael Olowokandi,397.54545454545456,82.0
2688,Michael Phelps,156.66666666666666,70.0
2689,Michael Redd,997.6666666666666,82.0
2690,Michael Ruffin,79.55555555555556,79.0
2691,Michael Smith,289.6666666666667,82.0
2692,Michael Stewart,63.6,81.0
2693,Michael Wiley,346.0,61.0
2694,Michael Wilson,30.714285714285715,19.0
2695,Michael Young,74.33333333333333,45.0
2696,Micheal Ray,905.9,82.0
2697,Micheal Williams,390.75,79.0
2698,Mickael Gelabale,223.33333333333334,70.0
2699,Mickael Pietrus,419.9166666666667,75.0
2700,Mickell Gladness,37.333333333333336,26.0
2701,Mickey Davis,295.6,75.0
2702,Mickey Dillard,73.0,33.0
2703,Mickey Johnson,923.0,82.0
2704,Mike Bantom,728.5333333333333,82.0
2705,Mike Barr,285.0,73.0
2706,Mike Batiste,481.0,75.0
2707,Mike Bibby,844.8947368421053,82.0
2708,Mike Bratz,453.44444444444446,82.0
2709,Mike Brittain,31.5,32.0
2710,Mike Brown,284.54545454545456,82.0
2711,Mike Champion,0.0,2.0
2712,Mike Conley,1005.0,82.0
2713,Mike D'Antoni,108.0,67.0
2714,Mike Davis,440.6,73.0
2715,Mike Dunleavy,497.53125,82.0
2716,Mike Evans,419.45454545454544,81.0
2717,Mike Farmer,360.55555555555554,80.0
2718,Mike Flynn,448.0,73.0
2719,Mike Gale,467.875,82.0
2720,Mike Gibson,50.5,32.0
2721,Mike Glenn,449.6,82.0
2722,Mike Gminski,662.4,82.0
2723,Mike Green,440.8333333333333,76.0
2724,Mike Hall,2.0,2.0
2725,Mike Harper,306.5,68.0
2726,Mike Harris,35.333333333333336,20.0
2727,Mike Higgins,11.0,11.0
2728,Mike Holton,274.875,82.0
2729,Mike Iuzzolino,548.0,70.0
2730,Mike James,414.5,82.0
2731,Mike Kearns,1.0,6.0
2732,Mike Lynn,63.0,44.0
2733,Mike Macaluso,48.0,30.0
2734,Mike McCarron,6.0,8.0
2735,Mike McGee,503.90909090909093,80.0
2736,Mike Miller,630.7368421052631,82.0
2737,Mike Mitchell,1395.1666666666667,84.0
2738,Mike Morrison,72.0,36.0
2739,Mike Muscala,225.75,70.0
2740,Mike Newlin,1137.0,82.0
2741,Mike Niles,115.0,44.0
2742,Mike Novak,49.75,60.0
2743,Mike O'Koren,419.375,80.0
2744,Mike O'Neill,12.0,4.0
2745,Mike Penberthy,136.0,53.0
2746,Mike Peplowski,40.2,55.0
2747,Mike Price,130.33333333333334,57.0
2748,Mike Ratliff,120.5,58.0
2749,Mike Riordan,625.8181818181819,82.0
2750,Mike Sanders,383.2,82.0
2751,Mike Scott,397.6,80.0
2752,Mike Silliman,91.0,36.0
2753,Mike Smith,51.0,17.0
2754,Mike Smrek,64.22222222222223,48.0
2755,Mike Sojourner,552.6666666666666,73.0
